iris.in,scikit_z1,alternate,3,98.9511,1.1959083080291748
iris.in,scikit_z1,pam,3,98.9511,0.9236440658569336
iris.in,clustering_z1,grid_hashing 60042651f648e052,3,155.6455,0.5662050247192383
iris.in,clustering_z1,face_hashing 60042651f648e052,2,144.3288,0.46072888374328613
gen_n100_d2.in,scikit_z1,alternate,10,63.1114,0.9834465980529785
gen_n100_d2.in,scikit_z1,pam,10,23.1257,1.0383720397949219
gen_n100_d2.in,clustering_z1,grid_hashing 60042651f648e052,9,28.3718,0.28011631965637207
gen_n100_d2.in,clustering_z1,face_hashing 60042651f648e052,10,28.1171,0.259962797164917
gen_n100_d5.in,scikit_z1,alternate,10,134.5328,0.9999823570251465
gen_n100_d5.in,scikit_z1,pam,10,63.7976,0.9772369861602783
gen_n100_d5.in,clustering_z1,grid_hashing 60042651f648e052,10,66.6665,0.33524179458618164
gen_n100_d5.in,clustering_z1,face_hashing 60042651f648e052,10,67.4915,0.23459434509277344
gen_n100_d10.in,scikit_z1,alternate,10,165.8114,1.019028902053833
gen_n100_d10.in,scikit_z1,pam,10,102.8313,1.0160350799560547
gen_n100_d10.in,clustering_z1,grid_hashing 60042651f648e052,10,107.3312,0.5074234008789062
gen_n100_d10.in,clustering_z1,face_hashing 60042651f648e052,10,107.4566,0.22779607772827148
gen_n500_d2.in,scikit_z1,alternate,22,294.0374,1.082547664642334
gen_n500_d2.in,scikit_z1,pam,22,80.7703,1.9197416305541992
gen_n500_d2.in,clustering_z1,grid_hashing 60042651f648e052,22,118.7652,0.6205661296844482
gen_n500_d2.in,clustering_z1,face_hashing 60042651f648e052,22,109.9290,1.0270986557006836
gen_n500_d5.in,scikit_z1,alternate,22,1017.7741,0.978168249130249
gen_n500_d5.in,scikit_z1,pam,22,183.8413,1.913313627243042
gen_n500_d5.in,clustering_z1,grid_hashing 60042651f648e052,23,212.9048,0.9906556606292725
gen_n500_d5.in,clustering_z1,face_hashing 60042651f648e052,23,199.6073,0.5959041118621826
gen_n500_d10.in,scikit_z1,alternate,22,1390.3708,0.9818048477172852
gen_n500_d10.in,scikit_z1,pam,22,310.7895,2.377614974975586
gen_n500_d10.in,clustering_z1,grid_hashing 60042651f648e052,23,339.0078,1.546748161315918
gen_n500_d10.in,clustering_z1,face_hashing 60042651f648e052,23,340.5960,0.6294963359832764
gen_n1000_d2.in,scikit_z1,alternate,31,458.1128,1.0741207599639893
gen_n1000_d2.in,scikit_z1,pam,31,143.3482,7.909620523452759
gen_n1000_d2.in,clustering_z1,grid_hashing 60042651f648e052,33,171.4464,1.0561251640319824
gen_n1000_d2.in,clustering_z1,face_hashing 60042651f648e052,33,166.0274,0.9455878734588623
gen_n1000_d5.in,scikit_z1,alternate,31,1498.4459,1.7678256034851074
gen_n1000_d5.in,scikit_z1,pam,31,314.4896,8.292523384094238
gen_n1000_d5.in,clustering_z1,grid_hashing 60042651f648e052,33,370.3007,1.7911500930786133
gen_n1000_d5.in,clustering_z1,face_hashing 60042651f648e052,33,351.6621,0.9799857139587402
gen_n1000_d10.in,scikit_z1,alternate,31,2722.5891,1.0464730262756348
gen_n1000_d10.in,scikit_z1,pam,31,521.9498,7.075350999832153
gen_n1000_d10.in,clustering_z1,grid_hashing 60042651f648e052,33,575.9838,3.250251531600952
gen_n1000_d10.in,clustering_z1,face_hashing 60042651f648e052,31,606.4861,1.1156656742095947
gen_n5000_d2.in,scikit_z1,alternate,70,2981.7698,1.8684451580047607
